MK373774	dsDNA_phage_175	0.0210181	0	474/1000
MK373775	dsDNA_phage_175	0.0210864	0	473/1000
KF562341	dsDNA_phage_175	0.0240597	0	432/1000
KM407600	dsDNA_phage_175	0.0250805	0	419/1000
KY703222	dsDNA_phage_175	0.025894	0	409/1000
MH992122	dsDNA_phage_175	0.0262266	0	405/1000
AY303349	dsDNA_phage_175	0.0267335	0	399/1000
MK524178	dsDNA_phage_175	0.0267335	0	399/1000
MH359124	dsDNA_phage_175	0.026819	0	398/1000
MK373782	dsDNA_phage_175	0.027077	0	395/1000
MK327934	dsDNA_phage_175	0.0271635	0	394/1000
KR422352	dsDNA_phage_175	0.0278663	0	386/1000
MK373784	dsDNA_phage_175	0.0283151	0	381/1000
MK373778	dsDNA_phage_175	0.028588	0	378/1000
LR027383	dsDNA_phage_175	0.0288636	0	375/1000
LR027386	dsDNA_phage_175	0.0288636	0	375/1000
LR027387	dsDNA_phage_175	0.0288636	0	375/1000
LR027390	dsDNA_phage_175	0.0288636	0	375/1000
LR027391	dsDNA_phage_175	0.0288636	0	375/1000
MK327943	dsDNA_phage_175	0.0296126	0	367/1000
MH243438	dsDNA_phage_175	0.0299949	0	363/1000
KP869101	dsDNA_phage_175	0.0303826	0	359/1000
KF582788	dsDNA_phage_175	0.0312752	0	350/1000
KP869111	dsDNA_phage_175	0.0313762	0	349/1000
KT184309	dsDNA_phage_175	0.0314775	0	348/1000
KT184310	dsDNA_phage_175	0.0314775	0	348/1000
KP869104	dsDNA_phage_175	0.0315792	0	347/1000
JX536493	dsDNA_phage_175	0.0320933	0	342/1000
MK327933	dsDNA_phage_175	0.0323015	0	340/1000
MK047718	dsDNA_phage_175	0.0324062	0	339/1000
KX130865	dsDNA_phage_175	0.0330427	0	333/1000
MF044457	dsDNA_phage_175	0.0333664	0	330/1000
KY608965	dsDNA_phage_175	0.0339141	0	325/1000
MK639187	dsDNA_phage_175	0.0343598	0	321/1000
MK047717	dsDNA_phage_175	0.0346987	0	318/1000
MG589383	dsDNA_phage_175	0.0353885	0	312/1000
KU255730	dsDNA_phage_175	0.0394988	0	279/1000
KM389386	dsDNA_phage_175	0.0674584	0	138/1000
KM389387	dsDNA_phage_175	0.0898429	0	82/1000
KM389389	dsDNA_phage_175	0.0981375	0	68/1000
KM389390	dsDNA_phage_175	0.106047	0	57/1000
LN887844	dsDNA_phage_754	0.115759	3.10273e-320	46/1000
KM389388	dsDNA_phage_175	0.11676	1.04044e-299	45/1000
MG596800	dsDNA_phage_338	0.12101	2.02256e-268	41/1000
LT968167	dsDNA_phage_415	0.124491	9.24509e-245	38/1000
LT986460	dsDNA_phage_415	0.124491	8.90881e-245	38/1000
KM389391	dsDNA_phage_175	0.126974	2.22226e-241	36/1000
KM389392	dsDNA_phage_175	0.13538	4.13714e-203	30/1000
LT968167	dsDNA_phage_176	0.151946	7.09205e-135	21/1000
LT986460	dsDNA_phage_176	0.151946	7.00269e-135	21/1000
MH992121	dsDNA_phage_175	0.154223	1.5364e-113	20/1000
KJ668714	dsDNA_phage_175	0.156619	1.738e-107	19/1000
FJ839693	dsDNA_phage_175	0.159146	1.74067e-101	18/1000
KM607004	dsDNA_phage_175	0.159146	1.74133e-101	18/1000
MF001359	dsDNA_phage_175	0.159146	1.77945e-101	18/1000
MF158046	dsDNA_phage_175	0.159146	1.67481e-101	18/1000
MG867727	dsDNA_phage_175	0.159146	1.90848e-101	18/1000
MK327937	dsDNA_phage_175	0.159146	1.91464e-101	18/1000
KU925172	dsDNA_phage_175	0.161822	1.49807e-95	17/1000
KX828711	dsDNA_phage_175	0.161822	1.38189e-95	17/1000
MK327936	dsDNA_phage_175	0.161822	1.6988e-95	17/1000
AP011113	dsDNA_phage_175	0.164662	1.42139e-89	16/1000
HM997020	dsDNA_phage_175	0.164662	1.3554e-89	16/1000
KM606994	dsDNA_phage_175	0.164662	1.48883e-89	16/1000
KM606995	dsDNA_phage_175	0.164662	1.48826e-89	16/1000
KM606996	dsDNA_phage_175	0.164662	1.48826e-89	16/1000
KM606997	dsDNA_phage_175	0.164662	1.48833e-89	16/1000
KM606998	dsDNA_phage_175	0.164662	1.48833e-89	16/1000
KM606999	dsDNA_phage_175	0.164662	1.48876e-89	16/1000
KP869105	dsDNA_phage_175	0.164662	1.44287e-89	16/1000
KT184308	dsDNA_phage_175	0.164662	1.49552e-89	16/1000
KX130861	dsDNA_phage_175	0.164662	1.6557e-89	16/1000
KX130862	dsDNA_phage_175	0.164662	1.53131e-89	16/1000
LN881728	dsDNA_phage_175	0.164662	1.42358e-89	16/1000
LN881733	dsDNA_phage_175	0.164662	1.42358e-89	16/1000
LN881736	dsDNA_phage_175	0.164662	1.42358e-89	16/1000
MF001354	dsDNA_phage_175	0.164662	1.59128e-89	16/1000
MK373787	dsDNA_phage_175	0.164662	1.57969e-89	16/1000
AF158101	dsDNA_phage_175	0.167688	1.28566e-83	15/1000
AP018932	dsDNA_phage_175	0.167688	1.1722e-83	15/1000
FJ839692	dsDNA_phage_175	0.167688	1.09865e-83	15/1000
HE956711	dsDNA_phage_175	0.167688	1.18368e-83	15/1000
HM137666	dsDNA_phage_175	0.167688	1.28663e-83	15/1000
KJ477684	dsDNA_phage_175	0.167688	1.28675e-83	15/1000
KJ477685	dsDNA_phage_175	0.167688	1.1705e-83	15/1000
KJ477686	dsDNA_phage_175	0.167688	1.11037e-83	15/1000
KM607002	dsDNA_phage_175	0.167688	1.28526e-83	15/1000
KM607003	dsDNA_phage_175	0.167688	1.28927e-83	15/1000
KR233165	dsDNA_phage_175	0.167688	1.21013e-83	15/1000
LC465543	dsDNA_phage_175	0.167688	1.23477e-83	15/1000
LR215722	dsDNA_phage_175	0.167688	1.29468e-83	15/1000
MG775043	dsDNA_phage_175	0.167688	1.25728e-83	15/1000
MK327928	dsDNA_phage_175	0.167688	1.28887e-83	15/1000
MK327942	dsDNA_phage_175	0.167688	1.21976e-83	15/1000
MK327944	dsDNA_phage_175	0.167688	1.27146e-83	15/1000
MK373781	dsDNA_phage_175	0.167688	1.07652e-83	15/1000
MK373786	dsDNA_phage_175	0.167688	1.19736e-83	15/1000
KF208315	dsDNA_phage_175	0.170926	9.6892e-78	14/1000
KF925357	dsDNA_phage_175	0.170926	9.36479e-78	14/1000
KM607000	dsDNA_phage_175	0.170926	8.67362e-78	14/1000
KR269718	dsDNA_phage_175	0.170926	1.09651e-77	14/1000
KX009778	dsDNA_phage_175	0.170926	1.09732e-77	14/1000
LC348379	dsDNA_phage_175	0.170926	9.70019e-78	14/1000
LN887844	dsDNA_phage_476	0.170926	1.05234e-89	14/1000
MK327946	dsDNA_phage_175	0.170926	1.0121e-77	14/1000
KM190144	dsDNA_phage_175	0.174408	7.06648e-73	13/1000
KT184311	dsDNA_phage_175	0.174408	6.80984e-72	13/1000
KU867876	dsDNA_phage_175	0.174408	6.61278e-72	13/1000
LN887844	dsDNA_phage_475	0.174408	2.92782e-80	13/1000
MF001360	dsDNA_phage_175	0.174408	7.39904e-72	13/1000
MF158045	dsDNA_phage_175	0.174408	6.74801e-72	13/1000
MF327008	dsDNA_phage_175	0.174408	7.2496e-72	13/1000
MG018930	dsDNA_phage_389	0.174408	1.23448e-83	13/1000
MH355584	dsDNA_phage_175	0.174408	6.99822e-72	13/1000
MH550421	dsDNA_phage_175	0.174408	7.41853e-72	13/1000
MH553563	dsDNA_phage_175	0.174408	6.85372e-72	13/1000
DQ904452	dsDNA_phage_175	0.178173	4.5791e-66	12/1000
JX128259	dsDNA_phage_175	0.178173	4.73066e-66	12/1000
KM501444	dsDNA_phage_175	0.178173	4.43155e-66	12/1000
KM607001	dsDNA_phage_175	0.178173	4.59874e-66	12/1000
KT184312	dsDNA_phage_175	0.178173	4.82326e-66	12/1000
KX130864	dsDNA_phage_175	0.178173	4.70511e-66	12/1000
KY608967	dsDNA_phage_175	0.178173	4.97674e-66	12/1000
LC348380	dsDNA_phage_175	0.178173	4.24265e-66	12/1000
LN881726	dsDNA_phage_175	0.178173	4.81977e-66	12/1000
LN881729	dsDNA_phage_175	0.178173	4.81977e-66	12/1000
LN881732	dsDNA_phage_175	0.178173	4.78952e-66	12/1000
LN881734	dsDNA_phage_175	0.178173	4.81977e-66	12/1000
LN881737	dsDNA_phage_175	0.178173	4.81995e-66	12/1000
LN887844	dsDNA_phage_308	0.178173	4.36833e-76	12/1000
LR215723	dsDNA_phage_175	0.178173	4.79091e-66	12/1000
LT968167	dsDNA_phage_163	0.178173	1.23055e-74	12/1000
LT986460	dsDNA_phage_163	0.178173	1.22142e-74	12/1000
MF327009	dsDNA_phage_175	0.178173	5.04582e-66	12/1000
MG781190	dsDNA_phage_175	0.178173	4.78121e-66	12/1000
MG781191	dsDNA_phage_175	0.178173	4.77913e-66	12/1000
MH051916	dsDNA_phage_175	0.178173	4.52219e-66	12/1000
MH751506	dsDNA_phage_175	0.178173	4.24376e-66	12/1000
HM035025	dsDNA_phage_175	0.182269	2.91315e-60	11/1000
JN202312	dsDNA_phage_175	0.182269	2.97024e-60	11/1000
KY290975	dsDNA_phage_175	0.182269	3.29172e-60	11/1000
LR215724	dsDNA_phage_175	0.182269	3.02604e-60	11/1000
MH248138	dsDNA_phage_206	0.182269	2.253e-70	11/1000
MH809535	dsDNA_phage_175	0.182269	3.2899e-60	11/1000
MH837626	dsDNA_phage_175	0.182269	3.13044e-60	11/1000
MK327939	dsDNA_phage_175	0.182269	3.10395e-60	11/1000
MK373785	dsDNA_phage_175	0.182269	3.20023e-60	11/1000
JN986846	dsDNA_phage_175	0.186761	1.77294e-54	10/1000
KX452694	dsDNA_phage_175	0.186761	1.69079e-54	10/1000
MF327007	dsDNA_phage_175	0.186761	1.69964e-54	10/1000
MH992510	dsDNA_phage_175	0.186761	1.7016e-54	10/1000
MK327929	dsDNA_phage_175	0.186761	1.80803e-54	10/1000
MK327940	dsDNA_phage_175	0.186761	1.81844e-54	10/1000
MK327945	dsDNA_phage_175	0.186761	1.82507e-54	10/1000
MK373779	dsDNA_phage_175	0.186761	1.84185e-54	10/1000
KJ409772	dsDNA_phage_754	0.191731	1.97366e-57	9/1000
KX452698	dsDNA_phage_175	0.191731	1.76252e-48	9/1000
LT968167	dsDNA_phage_315	0.191731	2.01163e-57	9/1000
LT986460	dsDNA_phage_315	0.191731	2.00528e-57	9/1000
MH051915	dsDNA_phage_175	0.191731	8.5837e-49	9/1000
MH243439	dsDNA_phage_175	0.191731	9.00065e-49	9/1000
AY576796	dsDNA_phage_256	0.197292	1.97357e-50	8/1000
EF469154	dsDNA_phage_175	0.197292	4.75323e-43	8/1000
KU878969	dsDNA_phage_175	0.197292	4.57783e-43	8/1000
MH248138	dsDNA_phage_479	0.197292	1.02795e-49	8/1000
HQ829472	dsDNA_phage_175	0.203604	1.88011e-37	7/1000
KU130129	dsDNA_phage_308	0.203604	2.42552e-43	7/1000
KU130130	dsDNA_phage_308	0.203604	2.43914e-43	7/1000
MG010123	dsDNA_phage_175	0.203604	6.4726e-41	7/1000
MH248138	dsDNA_phage_435	0.203604	1.47492e-42	7/1000
MH651172	dsDNA_phage_838	0.203604	7.5302e-44	7/1000
MH791409	dsDNA_phage_175	0.203604	1.97834e-37	7/1000
AY576796	dsDNA_phage_155	0.210897	5.23427e-37	6/1000
HM071924	dsDNA_phage_175	0.210897	7.41759e-32	6/1000
KJ409772	dsDNA_phage_475	0.210897	9.12238e-36	6/1000
KU130126	dsDNA_phage_308	0.210897	6.04844e-37	6/1000
KU130128	dsDNA_phage_308	0.210897	6.12917e-37	6/1000
KU130131	dsDNA_phage_308	0.210897	6.13059e-37	6/1000
MH051917	dsDNA_phage_175	0.210897	7.43377e-32	6/1000
MH382836	dsDNA_phage_474	0.210897	1.07669e-35	6/1000
MH590589	dsDNA_phage_838	0.210897	2.26943e-37	6/1000
MK310184	dsDNA_phage_175	0.210897	7.1519e-32	6/1000
AY576796	dsDNA_phage_68	0.219531	8.49163e-31	5/1000
EU863409	dsDNA_phage_175	0.219531	2.27264e-26	5/1000
KJ409772	dsDNA_phage_476	0.219531	1.14251e-30	5/1000
KT176190	dsDNA_phage_175	0.219531	2.24223e-26	5/1000
KU130127	dsDNA_phage_308	0.219531	1.33995e-30	5/1000
KU130127	dsDNA_phage_754	0.219531	3.15777e-31	5/1000
KU130129	dsDNA_phage_754	0.219531	3.16365e-31	5/1000
KU130130	dsDNA_phage_754	0.219531	3.17314e-31	5/1000
KU878968	dsDNA_phage_175	0.219531	2.22286e-26	5/1000
MF893340	dsDNA_phage_754	0.219531	3.23673e-31	5/1000
MG018930	dsDNA_phage_475	0.219531	1.26188e-29	5/1000
MH051913	dsDNA_phage_175	0.219531	2.24236e-26	5/1000
MH399779	dsDNA_phage_162	0.219531	2.02577e-29	5/1000
MK295203	dsDNA_phage_175	0.219531	1.75975e-26	5/1000
AP014714	dsDNA_phage_175	0.23011	6.30435e-21	4/1000
KP007359	dsDNA_phage_175	0.23011	5.81129e-21	4/1000
KP007361	dsDNA_phage_175	0.23011	5.83506e-21	4/1000
KP007362	dsDNA_phage_175	0.23011	5.88412e-21	4/1000
KP876466	dsDNA_phage_254	0.23011	4.90577e-24	4/1000
KP876466	dsDNA_phage_84	0.23011	2.44928e-23	4/1000
KU130126	dsDNA_phage_754	0.23011	7.5839e-25	4/1000
KU130128	dsDNA_phage_754	0.23011	7.6343e-25	4/1000
KU130131	dsDNA_phage_754	0.23011	7.63518e-25	4/1000
KU189325	dsDNA_phage_254	0.23011	4.91343e-24	4/1000
KU189325	dsDNA_phage_84	0.23011	2.455e-23	4/1000
KY365739	dsDNA_phage_254	0.23011	4.9055e-24	4/1000
KY365739	dsDNA_phage_84	0.23011	2.44908e-23	4/1000
LC371242	dsDNA_phage_175	0.23011	6.15164e-21	4/1000
MF893340	dsDNA_phage_308	0.23011	2.49541e-24	4/1000
MG746602	dsDNA_phage_175	0.23011	5.83111e-21	4/1000
MH248138	dsDNA_phage_383	0.23011	1.79888e-24	4/1000
MK234886	dsDNA_phage_175	0.23011	5.7258e-21	4/1000
AP014715	dsDNA_phage_175	0.243761	1.276e-15	3/1000
AY576796	dsDNA_phage_243	0.243761	2.49104e-18	3/1000
GQ981382	dsDNA_phage_175	0.243761	1.20605e-15	3/1000
HM563683	dsDNA_phage_175	0.243761	1.19208e-15	3/1000
JN175269	dsDNA_phage_131	0.243761	1.86177e-17	3/1000
KJ409772	dsDNA_phage_308	0.243761	3.60148e-18	3/1000
KJ507100	dsDNA_phage_316	0.243761	2.59885e-18	3/1000
KP007360	dsDNA_phage_175	0.243761	1.20321e-15	3/1000
MF036690	dsDNA_phage_175	0.243761	1.21209e-15	3/1000
MF036691	dsDNA_phage_175	0.243761	1.21209e-15	3/1000
MF036692	dsDNA_phage_175	0.243761	1.22558e-15	3/1000
MF893340	dsDNA_phage_391	0.243761	2.32317e-16	3/1000
MF893340	dsDNA_phage_475	0.243761	1.35215e-17	3/1000
MF893340	dsDNA_phage_476	0.243761	3.19485e-18	3/1000
MH371108	dsDNA_phage_162	0.243761	1.81725e-17	3/1000
MH460463	dsDNA_phage_206	0.243761	2.01605e-18	3/1000
MH460463	dsDNA_phage_383	0.243761	2.80468e-18	3/1000
MH536811	dsDNA_phage_26	0.243761	1.48345e-17	3/1000
MH536811	dsDNA_phage_838	0.243761	2.12388e-18	3/1000
MH536814	dsDNA_phage_430	0.243761	8.74672e-17	3/1000
MH536814	dsDNA_phage_549	0.243761	4.08953e-17	3/1000
MH536814	dsDNA_phage_838	0.243761	2.14295e-18	3/1000
MH536823	dsDNA_phage_162	0.243761	1.86193e-17	3/1000
MH590589	dsDNA_phage_549	0.243761	4.07496e-17	3/1000
MK061412	dsDNA_phage_105	0.243761	7.14763e-17	3/1000
MK061412	dsDNA_phage_549	0.243761	4.04672e-17	3/1000
MK061412	dsDNA_phage_838	0.243761	2.13452e-18	3/1000
AF109874	dsDNA_phage_163	0.263022	5.58275e-12	2/1000
AF158101	dsDNA_phage_163	0.263022	1.12763e-11	2/1000
EU744248	dsDNA_phage_400	0.263022	2.1216e-12	2/1000
EU744248	dsDNA_phage_546	0.263022	2.86645e-12	2/1000
EU744248	dsDNA_phage_903	0.263022	2.17837e-12	2/1000
FN422399	dsDNA_phage_474	0.263022	9.91497e-12	2/1000
GU323318	dsDNA_phage_175	0.263022	1.81656e-10	2/1000
GU911519	dsDNA_phage_175	0.263022	1.80044e-10	2/1000
HG798806	dsDNA_phage_493	0.263022	1.266e-11	2/1000
HG962375	dsDNA_phage_474	0.263022	9.87671e-12	2/1000
HM137666	dsDNA_phage_163	0.263022	1.12766e-11	2/1000
HM246722	dsDNA_phage_748	0.263022	3.03658e-12	2/1000
JF939047	dsDNA_phage_250	0.263022	1.19048e-11	2/1000
JF974296	dsDNA_phage_163	0.263022	8.55083e-12	2/1000
JN153085	dsDNA_phage_400	0.263022	2.09188e-12	2/1000
JN153085	dsDNA_phage_546	0.263022	2.81987e-12	2/1000
JN153085	dsDNA_phage_903	0.263022	2.14746e-12	2/1000
JN398369	dsDNA_phage_400	0.263022	2.0836e-12	2/1000
JN398369	dsDNA_phage_546	0.263022	2.80691e-12	2/1000
JN398369	dsDNA_phage_903	0.263022	2.13884e-12	2/1000
JQ015307	dsDNA_phage_163	0.263022	1.07733e-11	2/1000
JX181824	dsDNA_phage_163	0.263022	1.08871e-11	2/1000
JX194238	dsDNA_phage_474	0.263022	9.89847e-12	2/1000
JX307705	dsDNA_phage_400	0.263022	2.059e-12	2/1000
JX307705	dsDNA_phage_546	0.263022	2.7685e-12	2/1000
JX307705	dsDNA_phage_903	0.263022	2.11326e-12	2/1000
KF024726	dsDNA_phage_400	0.263022	2.12333e-12	2/1000
KF024726	dsDNA_phage_546	0.263022	2.86917e-12	2/1000
KF024726	dsDNA_phage_903	0.263022	2.18016e-12	2/1000
KF302037	dsDNA_phage_163	0.263022	6.27728e-12	2/1000
KF416340	dsDNA_phage_400	0.263022	2.12181e-12	2/1000
KF416340	dsDNA_phage_546	0.263022	2.86679e-12	2/1000
KF416340	dsDNA_phage_903	0.263022	2.17859e-12	2/1000
KF493880	dsDNA_phage_400	0.263022	2.10549e-12	2/1000
KF493880	dsDNA_phage_546	0.263022	2.84119e-12	2/1000
KF493880	dsDNA_phage_903	0.263022	2.16161e-12	2/1000
KF835987	dsDNA_phage_175	0.263022	1.86897e-10	2/1000
KJ101592	dsDNA_phage_175	0.263022	1.90162e-10	2/1000
KJ409772	dsDNA_phage_389	0.263022	2.85684e-12	2/1000
KJ409772	dsDNA_phage_391	0.263022	6.28268e-11	2/1000
KJ477684	dsDNA_phage_163	0.263022	1.12766e-11	2/1000
KJ477685	dsDNA_phage_163	0.263022	1.12415e-11	2/1000
KJ477686	dsDNA_phage_163	0.263022	1.12219e-11	2/1000
KJ567043	dsDNA_phage_426	0.263022	2.47057e-12	2/1000
KM236240	dsDNA_phage_175	0.263022	1.86958e-10	2/1000
